alloy_grade,billet_temperature_C,container_temperature_C,die_temperature_C,ram_speed_mm_per_sec,billet_diameter_mm,extrusion_ratio,mean_strain_rate_per_sec,zener_hollomon_parameter,flow_stress_MPa,exit_temperature_C,ram_pressure_MPa,exit_speed_mm_per_sec,surface_quality_score,run_is_valid
AA6061,428.61,439.3,383.11,2.36,126.49,13.93,0.092839,18745615693.405,23.85,446.28,74.36,32.521,0.0,True
AA6063,469.24,407.99,388.02,2.261,104.2,42.26,0.156829,7991372835.373,23.271,481.93,100.87,96.577,0.0,True
AA7075,444.06,387.61,425.35,6.395,120.28,43.05,0.379081,117856522925.491,28.586,468.07,127.01,273.186,0.0,True
AA6063,446.95,380.46,404.04,4.401,121.99,47.38,0.265928,27114469956.298,27.37,468.73,123.25,208.6,0.0,True
AA6063,480.9,391.0,432.62,3.031,133.22,19.61,0.130996,4679558392.695,21.581,486.76,74.36,60.219,0.0,True
AA7075,483.9,387.54,414.22,3.334,134.96,26.41,0.155717,15163705228.35,21.371,484.74,81.24,88.775,0.0,True
AA7075,463.97,421.09,399.91,6.717,93.09,24.43,0.445152,65353375350.981,26.424,475.0,99.97,165.854,0.0,True
AA6061,482.43,390.94,413.0,3.315,120.99,22.06,0.159533,7797935523.629,21.068,485.94,74.63,72.066,0.0,True
AA6061,436.33,456.51,399.28,2.723,146.07,46.04,0.136793,19337729991.336,23.952,468.42,108.06,125.775,0.0,True
AA6063,466.79,441.73,384.84,1.753,137.02,34.94,0.086475,3605111245.952,20.783,484.84,85.37,61.0,0.0,True
AA6061,442.95,413.06,446.94,4.019,96.69,31.9,0.278232,39971971324.098,26.383,470.1,105.19,129.774,0.0,True
AA6063,485.98,390.68,433.89,0.944,87.68,24.03,0.071007,2297180008.776,19.446,486.29,71.1,24.642,2.38,True
AA6061,494.58,413.73,451.01,5.537,88.51,39.78,0.447072,13819826691.154,22.863,508.96,98.52,223.773,0.0,True
AA7075,481.88,413.97,397.47,5.527,131.29,15.0,0.218955,18528091369.012,22.035,487.74,71.89,83.384,0.0,True
AA6063,473.79,424.49,435.22,6.341,131.73,13.28,0.240004,8783297508.005,23.576,484.95,72.77,84.985,0.0,True
AA6063,433.67,436.68,447.46,4.788,102.63,29.14,0.299886,32077813955.831,27.957,466.39,108.04,139.269,0.0,True
AA6061,434.03,409.75,453.59,4.897,95.19,14.91,0.269458,57199718020.943,27.618,448.56,87.67,74.113,0.0,True
AA7075,431.41,435.7,412.75,3.824,133.54,29.98,0.18473,67119403668.105,26.521,459.36,107.65,113.874,0.0,True
AA7075,456.95,388.73,401.83,5.385,95.29,35.9,0.389628,83444948999.838,27.313,472.69,112.95,194.902,0.0,True
AA7075,458.0,415.7,434.06,2.808,132.63,16.12,0.111329,20353082554.117,22.35,463.31,74.9,44.838,0.1,True
AA6063,438.68,450.13,449.82,7.694,85.32,31.47,0.591484,57041059441.896,30.006,469.52,120.29,241.107,0.0,True
AA6063,451.26,418.67,440.73,1.514,144.68,20.56,0.058522,4310954652.392,21.328,464.22,76.34,30.147,0.09,True
AA7075,477.05,436.49,456.08,2.521,129.37,12.67,0.091376,7922598977.0,19.294,481.39,57.07,30.891,0.49,True
AA7075,468.65,443.67,413.87,4.711,110.03,38.12,0.298536,33043275836.095,24.007,489.51,101.2,180.066,0.0,True
AA7075,492.96,407.09,422.52,1.981,146.19,36.92,0.092847,5874984588.924,18.377,500.0,76.7,72.707,0.0,True
AA6063,432.89,393.5,385.5,5.351,139.4,10.83,0.17387,25837105902.489,27.202,443.69,75.05,57.705,0.0,True
AA6063,493.6,398.45,423.67,3.421,88.02,12.11,0.184313,4542642676.392,21.489,491.46,63.56,41.251,0.13,True
AA6061,429.88,398.47,445.65,1.901,149.59,23.08,0.077262,18140555798.522,23.743,448.21,85.64,44.501,0.0,True
AA6061,461.28,409.29,443.34,3.331,112.08,38.85,0.202271,17789129720.367,23.679,479.43,101.26,126.012,0.0,True
AA7075,491.63,394.2,418.32,7.387,102.58,48.71,0.532505,37970064438.874,24.491,502.39,109.63,358.511,0.0,True
AA6061,457.07,451.25,403.46,4.943,132.04,33.84,0.250831,19426531038.367,23.967,484.48,102.02,166.631,0.0,True
AA7075,436.59,390.03,430.7,2.613,124.74,48.9,0.152808,60242419428.659,26.131,459.02,120.9,125.469,0.0,True
AA7075,484.24,384.75,382.32,6.335,118.39,37.94,0.374696,36179697182.587,24.322,491.08,105.47,242.369,0.0,True
AA6061,500.15,393.56,416.31,5.553,83.89,38.68,0.460144,14555428132.233,23.03,504.75,100.99,213.878,0.0,True
AA6063,442.53,422.47,393.23,6.231,137.63,44.24,0.327051,31066661207.245,27.845,472.3,125.34,275.121,0.0,True
AA6061,461.94,412.79,421.05,4.016,119.8,39.09,0.238398,19910078888.687,24.047,480.23,101.85,159.439,0.0,True
AA6061,470.21,391.78,401.9,1.406,92.77,29.51,0.101184,6958545284.026,20.72,481.54,82.32,42.854,0.01,True
AA7075,497.48,444.75,424.56,2.682,81.01,10.83,0.14932,7162658428.064,18.982,496.27,53.29,28.798,0.16,True
AA7075,420.82,411.76,444.78,3.369,125.43,49.69,0.195434,111090189089.157,28.366,451.35,130.37,163.293,0.0,True
AA6061,483.42,398.95,413.45,3.899,114.39,16.69,0.182965,8663012616.249,21.392,483.23,70.76,64.989,0.0,True
AA7075,483.94,406.38,432.41,2.051,103.93,46.37,0.143014,12318692353.755,20.694,491.84,93.59,94.062,0.0,True
AA7075,457.11,439.64,385.06,4.186,93.07,43.62,0.328368,51355791807.84,25.559,482.5,114.58,184.88,0.0,True
AA6061,480.87,384.61,413.59,5.775,89.34,23.03,0.383564,20926859482.326,24.211,482.94,89.65,131.74,0.0,True
AA6063,425.41,456.4,381.1,7.801,131.02,23.14,0.358926,49484030819.771,29.495,456.79,109.6,181.366,0.0,True
AA7075,420.33,399.16,390.45,4.751,127.57,12.31,0.17784,105066527517.185,28.16,437.43,80.61,58.255,0.02,True
AA7075,482.35,380.76,428.19,5.121,145.0,21.46,0.208442,20775294088.583,22.419,486.58,81.54,110.753,0.0,True
AA6063,455.97,458.65,397.4,6.014,117.38,42.68,0.366479,20277347772.39,26.367,486.84,118.32,256.08,0.0,True
AA6063,423.69,450.23,452.72,3.196,143.97,40.32,0.159877,22012197642.464,26.648,462.0,118.99,131.447,0.0,True
AA7075,427.82,417.98,426.77,3.961,102.85,35.64,0.264175,118449449191.722,28.604,455.54,120.69,141.888,0.0,True
AA6063,495.31,410.49,428.6,4.157,127.32,17.34,0.177723,3926898161.489,21.042,498.76,69.83,72.02,0.0,True
AA6061,461.62,398.29,413.52,3.552,149.12,44.14,0.175229,15865408125.118,23.307,477.94,103.7,159.456,0.0,True
AA7075,444.95,427.22,455.64,2.974,112.12,36.2,0.182895,44410286633.12,25.043,467.04,103.94,108.305,0.0,True
AA7075,499.89,438.15,413.98,5.391,86.13,29.81,0.401026,18737626796.696,22.073,508.63,86.51,158.814,0.0,True
AA6061,463.39,405.25,420.69,2.486,92.96,44.4,0.197328,16010870788.588,23.337,480.14,102.57,112.417,0.0,True
AA7075,471.91,388.66,417.51,7.441,94.36,28.44,0.50196,69418590159.516,26.643,480.39,104.03,210.693,0.0,True
AA7075,434.83,424.1,427.12,5.474,108.8,11.94,0.237201,83252282350.694,27.304,450.29,80.1,65.076,0.0,True
AA6063,436.49,392.09,416.16,1.102,111.15,49.54,0.077349,10846497891.0,24.265,459.26,110.09,57.139,0.0,True
AA6061,477.49,453.17,437.75,3.866,80.76,41.72,0.341633,15190589999.548,23.167,496.82,101.52,161.534,0.0,True
AA7075,458.61,398.92,380.96,5.482,114.52,41.28,0.345842,59914560683.489,26.111,474.75,114.94,230.108,0.0,True
AA6063,478.75,437.78,421.55,3.789,107.63,39.35,0.24561,7176840114.739,22.926,499.03,96.98,148.31,0.0,True
AA6063,436.08,447.25,404.08,7.598,99.67,47.07,0.55994,55752329217.182,29.923,478.88,135.3,357.15,0.0,True
AA7075,453.2,390.92,395.49,3.18,115.62,14.9,0.144054,32106407470.008,23.907,461.41,75.04,48.096,0.06,True
AA7075,492.87,405.61,408.54,6.484,133.13,41.93,0.347328,23864127889.933,22.888,498.47,98.8,271.727,0.0,True
AA7075,492.25,405.26,422.69,7.707,145.67,37.83,0.368171,24124976485.583,22.925,506.71,97.52,292.407,0.0,True
AA6061,445.52,383.71,398.56,2.91,149.61,19.42,0.108293,17177792296.764,23.565,455.16,83.14,55.54,0.0,True
AA7075,480.95,385.46,384.2,5.808,118.97,26.71,0.308782,33609676854.337,24.066,484.05,94.12,156.398,0.0,True
AA6061,476.5,398.85,456.08,5.58,111.67,16.3,0.269889,14952787079.016,23.116,481.62,76.58,92.16,0.0,True
AA6061,496.59,455.97,440.51,7.866,149.86,45.41,0.382268,9476001622.961,21.671,513.78,97.08,356.969,0.0,True
AA6061,443.53,396.7,412.22,4.642,115.47,40.18,0.281724,41553587478.525,26.515,471.07,113.38,185.31,0.0,True
AA7075,481.29,383.09,446.12,6.384,126.85,40.4,0.357606,37140703611.649,24.414,489.95,105.32,259.429,0.0,True
AA6063,440.32,398.65,436.77,3.524,108.36,38.36,0.221348,25035619387.896,27.093,464.66,115.18,132.101,0.0,True
AA7075,456.98,459.32,391.63,7.657,137.7,48.89,0.41178,57819997616.271,25.983,484.09,119.45,373.164,0.0,True
AA6063,466.93,446.07,408.53,4.166,128.91,12.72,0.157768,6223293550.722,22.472,477.84,70.36,53.25,0.0,True
AA7075,474.9,409.79,450.69,2.113,141.87,23.69,0.091018,9951583865.599,20.011,483.41,72.99,50.608,0.01,True
AA6061,500.23,453.21,402.92,7.243,132.78,47.23,0.402049,9558139290.969,21.697,514.98,96.11,342.446,0.0,True
AA6061,461.73,420.72,425.27,6.189,147.99,45.13,0.305624,23697874277.543,24.622,488.94,112.25,280.557,0.0,True
AA6063,461.68,419.87,385.22,2.72,138.25,28.5,0.124048,7132218250.682,22.906,475.2,90.69,76.397,0.0,True
AA6061,441.78,382.99,443.37,1.242,101.58,32.93,0.083767,13945774405.899,22.892,458.23,93.71,41.988,0.0,True
AA6063,468.73,431.54,415.68,2.014,80.54,23.76,0.157174,6253675084.013,22.488,487.73,84.51,49.71,0.01,True
AA6063,454.98,429.55,399.26,4.028,94.71,45.01,0.310188,18771809250.757,26.103,479.52,116.49,181.884,0.0,True
AA6061,492.53,445.83,385.19,4.091,104.03,18.54,0.220026,6234363711.0,20.387,501.98,69.07,76.101,0.0,True
AA7075,445.63,403.59,397.23,3.8,93.69,48.5,0.305696,78287055908.594,27.08,469.58,125.65,187.375,0.0,True
AA6061,499.63,425.06,453.92,7.035,103.32,31.44,0.44703,12434323780.613,22.526,506.85,89.75,220.497,0.0,True
AA6061,480.42,402.12,395.97,3.648,107.48,44.96,0.246578,12084832442.63,22.435,494.28,99.3,163.936,0.0,True
AA6063,429.63,390.95,406.22,6.214,81.79,20.31,0.438164,71640292104.995,30.832,452.44,108.39,126.563,0.0,True
AA6063,434.89,420.99,414.39,2.899,91.24,22.45,0.188581,22317657243.877,26.696,457.69,97.49,65.004,0.0,True
AA6063,422.69,429.33,449.19,3.948,98.85,29.67,0.253514,43433980295.38,29.029,455.53,116.85,114.834,0.0,True
AA7075,426.56,393.97,399.89,6.296,91.48,43.87,0.492694,265615257199.747,31.653,454.09,140.74,273.772,0.0,True
AA7075,456.73,440.15,440.48,4.617,144.99,20.55,0.183587,29614169473.783,23.627,468.45,85.71,94.75,0.0,True
AA6061,465.54,400.71,392.4,4.137,95.22,45.94,0.320941,25419796926.81,24.855,485.79,110.73,192.066,0.0,True
AA6063,496.39,427.66,403.94,5.468,123.74,33.88,0.297414,6037106418.413,22.376,508.71,92.17,185.307,0.0,True
AA6061,441.5,422.83,385.27,4.014,88.81,11.92,0.211847,29800939987.088,25.387,458.54,73.65,47.382,0.0,True
AA6061,429.33,425.01,399.46,2.145,121.49,40.45,0.125859,26315642842.862,24.971,458.03,111.55,87.532,0.0,True
AA6063,485.84,442.37,457.22,2.732,96.05,11.26,0.132753,3186315208.691,20.411,494.1,56.72,31.048,0.93,True
AA6061,496.53,414.97,435.59,4.69,83.83,48.11,0.416471,12517341602.999,22.547,510.47,100.56,227.039,0.0,True
AA7075,477.85,435.76,429.6,1.176,104.91,14.0,0.054555,4721647804.105,17.724,481.65,52.98,15.9,10.47,True
AA6063,482.58,403.48,404.47,7.09,119.14,45.49,0.433847,13542091558.274,25.001,500.18,110.67,322.523,0.0,True
AA6061,480.47,395.64,402.3,7.605,86.01,31.9,0.585117,32068537113.072,25.634,489.43,102.76,242.74,0.0,True
AA6061,447.06,395.28,456.32,2.227,141.8,26.2,0.097827,13259585689.069,22.731,462.33,87.97,58.266,0.0,True
AA6063,465.09,406.57,414.0,5.25,143.62,28.3,0.234334,12473757678.427,24.728,480.4,96.75,149.191,0.0,True
AA7075,422.1,394.37,455.1,4.989,136.39,29.46,0.239066,149666831603.264,29.478,444.21,116.58,148.672,0.0,True
AA6063,462.68,407.73,413.7,6.668,91.35,34.76,0.488385,26158689070.568,27.245,489.72,112.58,228.844,0.0,True
AA6063,447.49,385.85,425.41,1.769,90.93,49.29,0.146504,14794420520.345,25.298,466.69,113.02,88.201,0.0,True
AA7075,455.23,402.54,408.38,3.522,125.23,14.64,0.141147,28974131319.811,23.552,461.62,72.49,50.49,0.04,True
AA6061,420.77,383.97,456.26,1.932,83.11,22.39,0.134572,46944077417.749,26.934,441.66,100.23,42.172,0.0,True
AA6061,466.67,392.32,386.49,6.6,91.02,17.46,0.395696,31440798449.555,25.568,477.68,86.5,115.133,0.0,True
AA6061,476.04,382.34,427.67,3.339,93.73,37.78,0.253759,16208122889.272,23.377,486.03,100.97,129.545,0.0,True
AA6061,468.36,396.11,382.01,5.898,96.17,44.33,0.44144,34102253379.538,25.842,487.3,114.7,259.873,0.0,True
AA6063,446.96,380.17,437.63,7.297,119.8,11.03,0.27426,28098814434.86,27.494,453.87,74.82,79.063,0.0,True
AA6063,496.57,459.19,459.54,3.879,97.52,40.34,0.280281,4966361352.779,21.765,513.28,91.32,156.141,0.0,True
AA7075,428.69,389.0,382.87,3.238,149.6,23.93,0.131651,66513179266.796,26.488,444.07,98.25,77.721,0.0,True
AA6063,432.58,422.01,403.02,1.648,112.69,33.6,0.099699,12792296510.097,24.812,455.54,101.64,56.244,0.0,True
AA6061,422.96,416.1,444.61,6.24,108.83,39.41,0.397405,108261436653.669,29.869,457.17,129.12,242.893,0.0,True
AA6061,461.36,412.43,437.75,5.063,85.73,35.72,0.405098,32881364676.55,25.719,482.67,109.52,181.657,0.0,True
AA6063,463.73,443.88,412.74,7.972,146.19,10.52,0.24496,11348143595.944,24.414,472.81,67.93,83.813,0.0,True
AA6063,424.89,430.04,444.63,3.558,84.98,37.69,0.283299,42638032260.616,28.963,458.12,123.27,130.906,0.0,True
AA7075,466.61,407.78,433.32,3.114,96.69,29.53,0.209946,29247279964.235,23.584,476.31,94.36,92.701,0.0,True
AA6061,433.77,456.27,417.49,6.953,112.55,36.43,0.426147,67978904832.417,28.221,469.95,117.86,254.479,0.0,True
AA6063,475.04,404.69,443.58,3.721,126.57,47.37,0.222095,9199908404.393,23.727,493.56,106.48,180.734,0.0,True
AA6061,429.73,441.75,454.51,7.231,132.62,10.18,0.241494,42107020181.721,26.561,452.68,73.43,73.583,0.0,True
AA6061,491.81,405.82,447.74,1.674,82.93,30.16,0.129786,4653088775.126,19.516,494.95,79.36,49.898,0.01,True
AA6063,481.39,382.38,437.21,6.845,142.69,26.96,0.298491,11530416149.941,24.467,489.75,93.06,182.511,0.0,True
AA7075,466.59,416.46,422.08,7.154,142.64,28.14,0.319594,43638753907.202,24.981,477.54,98.83,201.277,0.0,True
AA6061,438.62,400.05,446.72,4.957,139.97,30.58,0.225721,39633450088.817,26.354,460.42,106.58,147.908,0.0,True
AA7075,464.05,435.57,452.24,7.995,131.18,22.58,0.362075,45800476493.573,25.152,480.85,91.03,180.158,0.0,True
AA6063,423.4,393.17,401.16,5.178,105.27,43.76,0.354029,70476749207.564,30.772,455.4,134.97,225.988,0.0,True
AA6063,470.24,452.77,396.44,6.135,98.95,42.22,0.442023,16379660409.405,25.641,498.96,111.24,258.3,0.0,True
AA6063,455.39,417.15,434.28,3.609,140.47,11.17,0.117247,7826292980.077,23.203,463.13,61.77,39.918,0.01,True
AA6061,474.79,458.5,422.32,2.481,111.11,49.22,0.161495,7307549009.896,20.869,500.27,96.25,118.683,0.0,True
AA7075,442.94,428.82,402.32,1.778,127.89,15.72,0.072536,19649799516.184,22.232,455.1,72.77,27.717,4.92,True
AA6063,460.41,428.04,446.42,4.771,131.67,41.63,0.260055,15557100161.927,25.467,481.77,110.27,200.156,0.0,True
AA7075,443.44,416.89,412.37,7.494,82.88,37.34,0.627635,170434898955.187,29.966,469.95,125.24,280.967,0.0,True
AA7075,456.19,399.38,430.28,2.031,99.87,41.27,0.152624,30991830589.53,23.784,468.86,102.19,88.54,0.0,True
AA7075,480.25,406.39,435.46,7.714,85.18,20.58,0.526217,50402910113.354,25.492,492.43,91.49,159.712,0.0,True
AA6063,453.1,436.89,450.72,2.324,128.05,24.1,0.108133,6959777049.362,22.827,475.47,84.37,54.91,0.0,True
AA6061,490.1,441.1,424.07,5.486,87.29,11.6,0.294676,9640205800.354,21.724,494.03,63.46,63.723,0.0,True
AA6061,479.38,418.02,437.44,3.914,142.28,49.34,0.204809,10097408517.227,21.869,497.12,100.4,193.097,0.0,True
AA7075,449.1,434.11,383.78,5.115,99.51,28.66,0.328104,70375114627.408,26.692,470.33,103.73,146.031,0.0,True
AA7075,451.97,406.47,387.78,4.802,101.13,36.43,0.326052,69897588182.068,26.668,474.1,112.23,174.941,0.0,True
AA6063,438.03,431.73,386.97,3.477,98.68,19.17,0.20243,20790377307.512,26.452,458.2,89.37,67.9,0.0,True
AA6061,495.4,451.9,421.55,4.825,103.24,19.75,0.268899,7503230546.64,20.95,506.49,73.96,96.232,0.0,True
AA7075,497.65,385.54,408.04,1.502,139.75,38.12,0.079195,5140853662.407,17.976,493.09,77.52,60.677,0.0,True
AA6063,420.24,436.66,397.36,1.94,103.59,40.84,0.130434,22625213531.938,26.743,452.43,116.49,77.889,0.0,True
AA7075,431.16,412.96,425.77,4.93,88.34,11.38,0.258249,109233459661.097,28.304,441.91,80.78,55.888,0.02,True
AA7075,468.22,455.06,422.83,4.137,89.37,42.41,0.335184,36540132860.58,24.357,488.5,106.65,177.507,0.0,True
AA7075,472.4,387.99,436.72,1.139,127.78,43.78,0.061217,8355797180.175,19.46,473.4,85.28,47.448,0.03,True
AA6061,428.92,391.92,420.26,7.787,105.01,48.34,0.549941,134478628044.255,30.648,465.72,139.88,376.88,0.0,True
AA7075,479.73,447.06,452.22,5.13,134.49,29.78,0.244695,19116779426.693,22.14,491.5,84.32,151.212,0.0,True
AA6063,462.94,420.23,419.85,5.061,100.09,36.52,0.344721,17120877442.473,25.79,488.54,107.94,183.376,0.0,True
AA6061,459.81,428.39,419.46,4.941,87.81,27.29,0.359847,28357705389.235,25.221,479.3,96.81,136.532,0.0,True
AA6063,468.0,457.17,420.25,1.406,95.49,19.79,0.081242,3054250398.659,20.285,481.74,71.23,26.929,1.04,True
AA6063,430.49,453.89,427.9,4.214,145.6,13.89,0.145092,16622910280.431,25.69,452.87,79.37,58.399,0.0,True
AA6063,445.97,443.23,403.0,3.372,134.91,14.65,0.126967,9661391396.03,23.886,463.97,72.7,48.942,0.0,True
AA6061,463.34,380.0,388.13,2.137,83.83,26.03,0.155396,14806942740.534,23.085,468.24,87.7,54.483,0.0,True
AA6063,495.83,388.57,442.61,4.708,110.13,21.21,0.244787,5978285999.725,22.345,498.01,78.57,98.002,0.0,True
AA6061,459.84,397.77,395.83,7.684,94.19,42.33,0.583148,51997204190.484,27.287,484.52,121.72,325.011,0.0,True
AA6061,466.89,450.0,396.49,5.129,83.55,42.58,0.439941,25841942989.45,24.91,491.8,108.0,218.451,0.0,True
AA7075,471.59,445.18,455.62,5.756,131.25,45.82,0.323112,32456017063.297,23.944,495.77,108.26,266.0,0.0,True
AA6063,493.24,412.74,387.8,2.517,92.17,24.24,0.165389,3897037267.063,21.019,501.26,78.4,60.687,0.0,True
AA6061,495.58,413.43,403.3,1.685,113.54,47.85,0.109825,3644686432.489,18.806,503.47,84.45,80.767,0.0,True
AA6061,478.46,430.94,394.15,3.235,117.08,43.86,0.199408,9521062410.225,21.685,494.24,95.28,141.8,0.0,True
AA6063,437.69,438.51,387.13,4.167,127.34,20.67,0.188848,19290528152.791,26.196,459.07,93.24,85.932,0.0,True
AA6061,499.08,446.14,418.04,5.948,139.05,28.61,0.27942,6868791392.139,20.68,512.17,82.49,173.56,0.0,True
AA6063,465.34,452.72,459.2,2.563,93.5,37.07,0.191187,7913081327.894,23.239,488.5,100.27,96.032,0.0,True
AA6063,478.45,404.23,381.66,2.108,104.46,48.87,0.151609,5715879660.237,22.204,496.18,100.56,104.197,0.0,True
AA6061,472.72,439.87,406.07,4.431,146.2,47.82,0.223698,11917164280.751,22.391,495.93,100.93,211.741,0.0,True
AA6063,462.08,443.66,399.93,1.872,109.76,47.75,0.124832,6399638430.842,22.561,486.56,100.61,88.604,0.0,True
AA7075,472.82,387.64,460.76,6.199,131.44,12.56,0.231465,29394321562.131,23.602,473.46,71.1,79.065,0.0,True
AA7075,438.79,454.48,434.36,6.54,83.45,33.94,0.53387,129182284409.444,28.927,468.42,119.55,224.642,0.0,True
AA6063,492.5,457.98,445.83,2.445,100.0,44.83,0.180144,3538024807.839,20.726,508.55,92.72,111.192,0.0,True
AA6061,445.57,418.67,401.87,1.037,95.1,38.0,0.076126,9624957155.953,21.719,467.01,91.26,39.599,0.0,True
AA6063,451.77,454.44,433.82,6.235,127.6,40.27,0.346298,21198499264.062,26.519,480.65,113.63,252.125,0.0,True
AA7075,455.35,438.26,445.26,1.923,129.41,46.79,0.110801,17939348866.695,21.928,475.9,97.03,91.35,0.0,True
AA7075,431.58,390.63,404.81,1.458,86.37,15.73,0.088498,40800290730.81,24.744,442.35,81.33,22.846,18.33,True
AA7075,476.55,429.29,455.81,3.897,136.6,25.2,0.178482,16601829155.462,21.67,485.24,80.77,99.701,0.0,True
AA6063,473.8,453.96,385.23,4.657,85.73,25.17,0.331667,10976374373.11,24.305,492.26,94.38,116.161,0.0,True
AA6063,451.75,444.59,440.46,6.163,148.96,21.81,0.242818,16112033913.5,25.585,476.43,89.91,134.005,0.0,True
AA6063,498.57,445.01,449.93,5.778,93.02,11.24,0.291106,5099353593.172,21.847,506.91,60.69,65.874,0.0,True
AA7075,474.44,446.76,394.69,3.397,110.58,48.48,0.22162,19347347488.227,22.18,498.28,100.82,160.284,0.0,True
AA6063,432.75,441.31,412.15,3.479,116.45,11.35,0.140364,15755637968.045,25.509,451.02,73.69,39.986,0.0,True
AA6063,436.63,412.85,452.85,5.049,143.14,46.08,0.253765,30179035389.753,27.743,466.85,123.42,228.799,0.0,True
AA6063,476.4,448.54,455.57,7.553,108.42,45.86,0.499406,15630348246.17,25.483,505.73,113.85,339.868,0.0,True
AA6061,452.88,423.89,399.51,1.276,138.52,45.86,0.065846,6686954171.037,20.599,468.03,89.4,57.25,0.0,True
AA6063,427.26,429.91,417.72,5.448,119.56,22.42,0.273165,38162109064.662,28.569,457.5,103.52,123.269,0.0,True
AA7075,468.28,424.83,396.53,4.025,127.29,22.74,0.191217,23507280226.911,22.837,475.57,80.51,92.766,0.0,True
AA6063,491.01,415.33,384.95,4.797,125.31,21.02,0.218419,5511620121.236,22.09,493.61,79.86,98.926,0.0,True
AA7075,479.42,410.15,434.67,1.38,144.45,40.7,0.067074,6316390840.908,18.597,484.3,76.22,55.704,0.0,True
AA6061,482.87,422.57,397.74,2.519,107.78,44.4,0.164483,6787998794.231,20.644,497.62,90.12,108.643,0.0,True
AA6061,471.14,405.72,384.12,5.086,107.52,24.56,0.290317,18575922827.27,23.82,480.44,88.25,125.405,0.0,True
AA6061,492.59,452.85,387.7,6.523,111.27,22.96,0.353964,10240882983.639,21.913,504.6,77.27,151.08,0.0,True
AA6063,469.76,422.16,456.93,7.887,124.92,24.38,0.381308,15794871941.83,25.518,489.29,92.12,190.398,0.0,True
AA6061,451.43,452.76,442.01,6.099,117.31,45.34,0.376317,32754715564.297,25.706,486.12,116.83,274.771,0.0,True
AA7075,426.84,404.8,454.23,1.719,86.62,13.44,0.09646,47989293701.348,25.318,438.48,78.15,22.631,20.09,True
AA6061,486.53,425.15,418.65,3.738,93.51,15.86,0.208312,7937120975.136,21.122,492.33,66.37,58.532,0.0,True
AA6063,444.42,455.88,420.07,4.353,101.64,23.55,0.255595,18197634585.727,25.997,470.67,95.41,101.409,0.0,True
AA7075,492.12,455.28,393.42,7.009,113.72,28.13,0.390633,20710659165.168,22.409,502.99,87.52,196.099,0.0,True
AA7075,462.2,401.29,426.42,4.152,113.73,47.7,0.268257,43469541705.889,24.967,480.76,113.35,197.166,0.0,True
AA6063,473.26,418.61,442.79,6.668,96.14,11.94,0.330411,12488736809.024,24.732,481.13,69.34,80.066,0.0,True
AA7075,499.44,438.56,409.89,2.098,86.33,31.28,0.159496,7442787206.272,19.1,507.23,79.02,65.492,0.0,True
AA7075,461.4,410.0,422.6,5.234,90.47,26.7,0.366619,57097087475.749,25.938,476.79,99.98,141.149,0.0,True
AA6061,443.84,443.2,383.24,2.35,94.74,49.72,0.187081,21563775036.934,24.31,474.58,110.38,118.121,0.0,True
